hs,countries,description
950810,133,Travelling circuses and travelling menageries
950821,108,Amusement park rides and water park amusements: Roller coasters
950822,163,"Amusement park rides and water park amusements: carousels, swings and roundabouts"
950823,112,Amusement park rides and water park amusements: dodge'em cars
950824,96,Amusement park rides and water park amusements: motion simulators and moving theatres
950825,72,Amusement park rides and water park amusements: water rides
950826,121,Amusement park rides and water park amusements: water park amusements
950829,167,"Amusement park rides and water park amusements: other than roller coasters, carousels, swings, roundabouts, dodge'em cars, motion simulators and moving theatres, water rides and water park amusements"
950830,146,Fairground amusements: including shooting galleries
950840,111,Travelling theatres
960110,99,Ivory and articles thereof: worked
960190,172,"Bone, tortoise shell, horn, antlers, coral, mother-of-pearl and other animal carving material and articles thereof (including articles obtained by moulding)"
960200,191,"Vegetable, mineral carving material and articles of these materials, moulded or carved articles of wax, stearin, natural gums, resins or modelling pastes, worked unhardened gelatin (not heading no. 3503)"
960310,212,"Brooms and brushes: consisting of twigs or other vegetable materials bound together, with or without handles"
960321,219,Brushes: toothbrushes
960329,212,"Brushes: shaving, hair, nail, eyelash and other toilet brushes for use on the person, including brushes as parts of appliances"
960330,207,"Brushes: artists' brushes, writing brushes and similar brushes for the application of cosmetics"
960340,223,"Brushes: paint, distemper, varnish or similar brushes (not those of item no. 9603.30), paint pads and rollers"
960350,213,"Brushes: constituting parts of machines, appliances or vehicles"
960390,222,"Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers: (not motorised), prepared knots and tufts for brooms or brush making n.e.c."
960400,191,Hand sieves and hand riddles
960500,201,"Travel sets: for personal toilet, sewing, shoe or clothes cleaning"
960610,182,"Press-fasteners, snap-fasteners, press-studs and parts therefor"
960621,186,"Buttons: of plastics, not covered with textile material"
960622,179,"Buttons: of base metal, not covered with textile material"
960629,178,"Buttons: of other than base metal or plastics, not covered with textile material"
960630,167,Button moulds and other parts of buttons: button blanks
960711,180,Slide fasteners: fitted with chain scoops of base metal
960719,186,Slide fasteners: other than those fitted with chain scoops of base metal
960720,183,Slide fasteners: parts
960810,216,Pens: ball point
960820,218,Pens: felt tipped and other porous-tipped pens and markers
960830,206,"Pens: fountain, stylograph and other pens"
960840,190,Pencils: propelling or sliding
960850,194,Pen and pencil sets: of articles from two or more of the foregoing sub-headings
960860,190,"Pens: ball-point, refills comprising the ball point and ink-reservoir"
960891,169,Pens: nibs and nib points
960899,202,"Pens and pencils: duplicating stylos, pen-holders, pencil-holders, and similar holders, parts of the articles of heading 9608, including caps and clips"
960910,214,Pencils and crayons: with leads encased in sheath
960920,188,Pencil leads: black or coloured
960990,209,"Pastels, drawing charcoals, writing or drawing chalks, tailors' chalk"
961000,215,"Slates and boards: with writing or drawing surfaces, whether or not framed"
961100,203,"Stamps: date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand: hand operated composing sticks and printing sets"
961210,209,"Ribbons: for typewriters and the like, inked or otherwise prepared, for giving impressions, whether or not on spools or in cartridges"
961220,194,"Ink pads: whether or not inked, with or without boxes"
961310,204,"Lighters: pocket, cigarette, gas fuelled, non-refillable"
961320,186,"Lighters: pocket, cigarette, gas fuelled, refillable"
961380,211,"Lighters: whether or not mechanical or electrical, n.e.c. in heading no. 9613"
961390,167,"Lighters: parts for cigarette lighters and other lighters, whether or not mechanical or electrical, other than flints and wicks"
961400,190,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof"
961511,207,"Combs, hair slides and the like: of hard rubber or plastics"
961519,207,"Combs, hair slides and the like: of other than hard rubber or plastics"
961590,202,"Hairpins, curling pins, curling grips, hair curlers and the like (not those of heading no. 8516) and parts thereof"
961610,196,"Scent sprays and similar toilet sprays, and mounts and heads therefor"
961620,198,Powder puffs and pads: for the application of cosmetics or toilet preparations
961700,213,"Vacuum flasks and other vacuum vessels, complete with cases: parts thereof other than glass inners"
961800,206,Tailors' dummies and other lay figures: automata and other animated displays used for shop window dressing
961900,219,"Sanitary towels (pads) and tampons, napkins (diapers), napkin liners and similar articles, of any material"
962000,207,"Monopods, bipods, tripods and similar articles"
970121,180,"Paintings, drawings and pastels: executed entirely by hand, other than drawings of heading no. 4906, of an age exceeding 100 years"
970122,60,"Mosaics: executed entirely by hand, other than drawings of heading no. 4906, of an age exceeding 100 years"
970129,138,"Artwork: other than paintings, drawings, pastels mosaics, executed entirely by hand, other than drawings of heading no. 4906, of an age exceeding 100 years"
970191,201,"Paintings, drawings and pastels: executed entirely by hand, other than drawings of heading no. 4906, of an age not exceeding 100 years"
970192,85,"Mosaics: executed entirely by hand, other than drawings of heading no. 4906, of an age not exceeding 100 years"
970199,192,"Artwork: other than paintings, drawings, pastels mosaics, executed entirely by hand, other than drawings of heading no. 4906, of an age not exceeding 100 years"
970210,90,"Engravings, prints and lithographs: original of an age exceeding 100 years"
970290,146,"Engravings, prints and lithographs: original of an age not exceeding 100 years"
970310,120,"Sculptures and statuary: original, in any material, of an age exceeding 100 years"
970390,184,"Sculptures and statuary: original, in any material, of an age not exceeding 100 years"
970400,163,"Stamps, postage or revenue: stamp-postmarks, first-day covers, postal stationery (stamped paper) and like, used or unused, other than those of heading 4907"
970510,139,"Collections and collectors' pieces: of archaeological, ethnographic or historical interest"
970521,67,"Collections and collectors' pieces: of zoological, botanical, mineralogical, anatomical or palaeontological interest, human specimens and parts thereof"
970522,62,"Collections and collectors' pieces: of zoological, botanical, mineralogical, anatomical or palaeontological interest, extinct or endangered species and parts thereof"
970529,108,"Collections and collectors' pieces: of zoological, botanical, mineralogical, anatomical or palaeontological interest, other than human species, extinct or endangered species and parts thereof"
